GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1400000US17031030900,17031030900,"Census Tract 309, Cook County, Illinois",650,121,6,9,0,11,40,30,0,11,12,19,40,39,10,15,0,11,27,32,28,46,44,35,94,59,70,80,39,26,81,43,159,67
1400000US17031031000,17031031000,"Census Tract 310, Cook County, Illinois",735,131,30,39,6,9,4,8,43,43,9,13,8,13,8,12,38,50,37,34,42,37,63,51,110,61,80,43,70,38,79,37,108,51
1400000US17031031100,17031031100,"Census Tract 311, Cook County, Illinois",849,173,0,11,63,77,0,11,21,27,87,100,14,21,0,11,16,25,0,11,31,34,46,71,143,59,180,114,71,47,77,55,100,57
1400000US17031031200,17031031200,"Census Tract 312, Cook County, Illinois",1067,227,90,71,145,105,56,71,81,92,81,78,0,15,93,46,43,55,58,70,40,61,78,64,88,71,24,27,0,15,96,81,94,75
1400000US17031031300,17031031300,"Census Tract 313, Cook County, Illinois",1352,223,42,50,124,90,9,17,133,113,66,79,154,104,116,83,19,21,10,16,157,88,57,53,85,88,116,75,26,31,188,82,50,45
1400000US17031031400,17031031400,"Census Tract 314, Cook County, Illinois",864,160,0,11,14,23,28,32,31,34,40,56,0,11,0,11,0,11,16,26,13,22,11,19,198,91,142,87,153,90,91,73,127,66
1400000US17031031501,17031031501,"Census Tract 315.01, Cook County, Illinois",714,117,120,61,69,62,99,58,68,51,59,51,4,9,23,26,0,11,44,41,60,42,74,53,14,18,26,20,9,13,43,32,2,6
1400000US17031031502,17031031502,"Census Tract 315.02, Cook County, Illinois",607,128,67,64,21,29,16,27,26,31,44,51,12,18,33,42,70,65,31,51,124,89,14,22,27,44,13,24,24,35,50,47,35,41
1400000US17031031700,17031031700,"Census Tract 317, Cook County, Illinois",1129,200,106,72,51,63,47,42,79,60,13,19,54,65,0,15,45,47,27,31,0,15,90,64,78,62,125,68,71,70,188,89,155,79
1400000US17031031800,17031031800,"Census Tract 318, Cook County, Illinois",349,48,5,8,0,11,5,7,9,9,22,26,0,11,5,8,15,16,0,11,39,34,18,14,39,22,40,21,39,19,63,27,50,25
1400000US17031031900,17031031900,"Census Tract 319, Cook County, Illinois",408,68,11,18,13,21,26,29,23,24,0,11,0,11,0,11,0,11,10,16,0,11,53,57,46,30,35,29,63,50,51,33,77,36
1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois",1204,304,48,70,0,15,131,172,0,15,0,15,0,15,0,15,41,74,26,44,34,59,22,46,207,134,232,143,59,62,121,110,283,187
1400000US17031040100,17031040100,"Census Tract 401, Cook County, Illinois",815,97,28,34,7,12,0,11,15,21,0,11,29,30,24,21,7,10,23,35,31,22,82,45,124,42,92,41,72,42,136,53,145,47
1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois",1557,222,52,69,84,77,68,60,0,15,16,27,63,57,69,66,24,30,79,72,127,98,141,73,161,90,197,112,165,74,145,82,166,92
1400000US17031040202,17031040202,"Census Tract 402.02, Cook County, Illinois",1509,203,121,96,145,104,50,48,99,89,30,34,129,84,59,67,94,67,47,67,90,62,99,75,158,102,192,112,51,48,74,79,71,65
1400000US17031040300,17031040300,"Census Tract 403, Cook County, Illinois",773,96,12,19,0,11,0,11,41,46,50,41,30,24,21,25,0,11,28,44,44,36,20,24,94,48,131,75,102,47,111,56,89,43
1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois",764,135,8,13,0,11,0,11,6,11,10,16,35,45,16,19,9,16,46,45,21,25,76,46,126,83,64,42,83,52,83,51,181,84
